Nom_usuel,Service_AI,Sous-servi,Equipe_AIO,Code_posta,Adresse_si,Commune_si,NOM_COMM,insee,Code_AIOT,latitude,longitude,result_lab,result_sco,result_s_1,result_typ,result_id,result_hou,result_nam,result_str,result_pos,result_cit,result_con,result_c_1,result_old,result_o_1,result_dis,result_sta,Distance,Statut_IED,Statut_Sev,nb_points,groupe_id,X,Y
MACAGNO,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13610",Chemin de la Garde,LE PUY-SAINTE-REPARADE,LE PUY-SAINTE-REPARADE,"13080","6413223",43.667102999999997,5.429226000000000,Chemin de la Garde 13610 Le Puy-Sainte-RA(c)parade,"0.7474478787878788",,street,13080_2955,,Chemin de la Garde,Chemin de la Garde,"13610",Le Puy-Sainte-RA(c)parade,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13080",,,,ok,1109.247161264604983,Non,Non Seveso,"1","625",895946.111226382665336,6288354.794627422466874
Centre de stockage de munitions Tourris,DREAL PACA,UD 83,PA'le Risques accidentels et chroniques,"83200",chemin de Tourris,LE REVEST-LES-EAUX,LE REVEST-LES-EAUX,"83103","6412925",43.169860000000000,5.964527000000000,Chemin de Tourris 83200 Le Revest-les-Eaux,"0.46429487983281087","0.35980167189132706",locality,83103_0310,,Chemin de Tourris,,"83200",Le Revest-les-Eaux,"83, Var, Provence-Alpes-CA'te d'Azur","83103",,,,ok,648.901194155461553,Non,Non Seveso,"3","873",941180.660213752184063,6234597.335896370932460
ISDI Tourris Nord - LE REVEST,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83200",D446-Plateau de Tourris Voie communale nAdeg100,LE REVEST-LES-EAUX,LE REVEST-LES-EAUX,"83103","6412188",43.178018999999999,5.920133000000000,Voie Communale NAdeg7 Dite Carraire du Mont Caume 83200 Le Revest-les-Eaux,"0.42759482631189943","0.3251289256198347",street,83103_0194,,Voie Communale NAdeg7 Dite Carraire du Mont Caume,Voie Communale NAdeg7 Dite Carraire du Mont Caume,"83200",Le Revest-les-Eaux,"83, Var, Provence-Alpes-CA'te d'Azur","83103",,,,ok,2961.560437875018124,Non,Non Seveso,"1","852",937537.084577428642660,6235369.218176029622555
SIORAT,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83200",Route de Tourris,LE REVEST-LES-EAUX,LE REVEST-LES-EAUX,"83103","6414100",43.169860000000000,5.964527000000000,Chemin de Tourris 83200 Le Revest-les-Eaux,"0.5751639445300462","0.5676051457975986",locality,83103_0310,,Chemin de Tourris,,"83200",Le Revest-les-Eaux,"83, Var, Provence-Alpes-CA'te d'Azur","83103",,,,ok,1669.130682449150527,Non,Non Seveso,"3","873",941180.660213752184063,6234597.335896370932460
CARRIERE SOMECA-Le Revest Les Eaux,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83200",Route de Tourris,LE REVEST-LES-EAUX,LE REVEST-LES-EAUX,"83103","6401230",43.169860000000000,5.964527000000000,Chemin de Tourris 83200 Le Revest-les-Eaux,"0.40159895506792054","0.3837964085297418",locality,83103_0310,,Chemin de Tourris,,"83200",Le Revest-les-Eaux,"83, Var, Provence-Alpes-CA'te d'Azur","83103",,,,ok,3073.042044789762713,Non,Non Seveso,"3","873",941180.660213752184063,6234597.335896370932460
IPA,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13740",109  RN568,LE ROVE,LE ROVE,"13088","6410696",43.368561000000000,5.252944000000000,Route N 568 13740 Le Rove,"0.4457749417249417","0.4032134928229665",street,13088_5718,,Route N 568,Route N 568,"13740",Le Rove,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13088",,,,ok,249.611312564461826,Non,Non Seveso,"1","488",882677.485160936950706,6254764.735551245510578
Monsieur ADAN SEKKIOU,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13740",Quartier Roquebarbe RN 568,LE ROVE,LE ROVE,"13088","100000964",43.369520999999999,5.250376000000000,Quartier Roquebarbe 13740 Le Rove,"0.47123903663500677",,street,13088_wytojn,,Quartier Roquebarbe,Quartier Roquebarbe,"13740",Le Rove,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13088",,,,ok,2149.056180719353961,Non,Non Seveso,"2","482",882466.277295657084323,6254865.467066383920610
TRIEDEC (Le Rove),DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13740",Quartier Roquebarbe,LE ROVE,LE ROVE,"13088","6402178",43.369520999999999,5.250376000000000,Quartier Roquebarbe 13740 Le Rove,"0.5757669023569023",,street,13088_wytojn,,Quartier Roquebarbe,Quartier Roquebarbe,"13740",Le Rove,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13088",,,,ok,2407.329045407579997,Non,Non Seveso,"2","482",882466.277295657084323,6254865.467066383920610
PARC ANIMALIER DE SERRE - PONCON,DDCSPP 05,SPAEA 05,SPAEA,"05160",Madame  REY CORINNE Domaine des Grisons,LE SAUZE-DU-LAC,LE SAUZE-DU-LAC,"05163","6411415",44.471595000000001,6.328344000000000,Chemin des Grisons 05160 Le Sauze-du-Lac,"0.3454763636363636",,street,05163_fqjsbk,,Chemin des Grisons,Chemin des Grisons,"05160",Le Sauze-du-Lac,"05, Hautes-Alpes, Provence-Alpes-CA'te d'Azur","05163",,,,ok,111.462609744079714,Non,Non Seveso,"1","1015",964666.977686455473304,6380305.419250135309994
COMCOM Pays des Sorgues,DREAL PACA,UD 84,UnitA(c) dA(c)chets,"84250",Chemin Donne lieu-dit Jonquerette,LE THOR,LE THOR,"84132","6410735",43.926400000000001,4.980952000000000,Lotissement la Douceur des Sorgues 84250 Le Thor,"0.3641594105894106","0.3403712440191387",street,84132_xqi2wu,,Lotissement la Douceur des Sorgues,Lotissement la Douceur des Sorgues,"84250",Le Thor,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84132",,,,ok,1006.938152583264809,Non,Non Seveso,"1","245",859073.095933834556490,6316150.562737043946981
EXP ETUDES ET RECHERCHES,DREAL PACA,UD 84,UnitA(c) risques accidentels,"84250",1396  route de Cavaillon,LE THOR,LE THOR,"84132","6401409",43.909891000000002,5.007156000000000,1396 Route de Cavaillon 84250 Le Thor,"0.5418976662143826",,housenumber,84132_0125_01396,"1396",1396 Route de Cavaillon,Route de Cavaillon,"84250",Le Thor,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84132",,,,ok,20.747003113259510,Non,Seveso seuil bas,"1","276",861223.486745502334088,6314369.853668072260916
MOULINS SOUFFLET (Ex Giraud),DREAL PACA,UD 84,UnitA(c) risques accidentels,"84250",Route d'Orange BP NAdeg 9,LE THOR,LE THOR,"84132","6401392",43.946655000000000,4.989889000000000,Route d'Orange 84250 Le Thor,"0.40934753246753247",,street,84132_0658,,Route d'Orange,Route d'Orange,"84250",Le Thor,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84132",,,,ok,2439.778383753711751,Non,Non Seveso,"1","253",859733.885745905572549,6318418.554262276738882
DECHETTERIE LE VAL - SIVED NG,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83143","Route de CarcA""s RD 562",LE VAL,LE VAL,"83143","6412932",43.448027000000003,6.094989000000000,Route de Carces 83143 Le Val,"0.4157107486631016",,street,83143_0050,,Route de Carces,Route de Carces,"83143",Le Val,"83, Var, Provence-Alpes-CA'te d'Azur","83143",,,,ok,4113.383289115992739,Non,Non Seveso,"1","935",950577.438485851394944,6265902.991441634483635
ENTREPOT JIPAIBET- Lot C (ex Lodrac),DREAL PACA,UD 83,PA'le Risques accidentels et chroniques,"83460","ZAC des BrA(c)guiA""res",LES ARCS,LES ARCS,"83004","6409419",43.456558000000001,6.490033000000000,Les Breguieres 83460 Les Arcs,"0.3779781942714819","0.3226790909090909",street,83004_tcmpkw,,Les Breguieres,Les Breguieres,"83460",Les Arcs,"83, Var, Provence-Alpes-CA'te d'Azur","83004",,,,ok,664.750555096999506,Non,Seveso seuil bas,"3","1046",982499.563749526394531,6268183.884612916037440
ENTREPOT JOSARC lot A,DREAL PACA,UD 83,PA'le Risques accidentels et chroniques,"83460","ZAC des BrA(c)guiA""res",LES ARCS,LES ARCS,"83004","6408759",43.456558000000001,6.490033000000000,Les Breguieres 83460 Les Arcs,"0.4441235916542473","0.39136972862957936",street,83004_tcmpkw,,Les Breguieres,Les Breguieres,"83460",Les Arcs,"83, Var, Provence-Alpes-CA'te d'Azur","83004",,,,ok,145.933419316128578,Non,Non Seveso,"3","1046",982499.563749526394531,6268183.884612916037440
ISDI illA(c)gale sur DFCI des Arcs,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83460","Parcelle G871 La Barque les RibiA""res",LES ARCS,LES ARCS,"83004","6413037",43.439964000000003,6.517413000000000,Lotissement les Ribieres 83460 Les Arcs,"0.3098093506493506","0.30718322314049584",street,83004_A004,,Lotissement les Ribieres,Lotissement les Ribieres,"83460",Les Arcs,"83, Var, Provence-Alpes-CA'te d'Azur","83004",,,,ok,1368.554782931562158,Non,Non Seveso,"1","1064",984796.503409696160816,6266439.593514082022011
CAVE GILARDI,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83460",ZAC DU PONT ROUT,LES ARCS,LES ARCS,"83004","6405490",43.450380000000003,6.486496000000000,Impasse du Pont Rout 83460 Les Arcs,"0.5076999173553719","0.47814225589225584",street,83004_2n5trs,,Impasse du Pont Rout,Impasse du Pont Rout,"83460",Les Arcs,"83, Var, Provence-Alpes-CA'te d'Azur","83004",,,,ok,45.255747185130296,Non,Non Seveso,"1","1044",982243.759045772254467,6267485.210107957012951
ENTREPOT LIDL lot B ( ex:BARJANE ),DREAL PACA,UD 83,PA'le Risques accidentels et chroniques,"83460","ZAC des BrA(c)guiA""res",LES ARCS,LES ARCS,"83004","6407897",43.456558000000001,6.490033000000000,Les Breguieres 83460 Les Arcs,"0.39238844155844155","0.349592966507177",street,83004_tcmpkw,,Les Breguieres,Les Breguieres,"83460",Les Arcs,"83, Var, Provence-Alpes-CA'te d'Azur","83004",,,,ok,472.413382554973850,Non,Non Seveso,"3","1046",982499.563749526394531,6268183.884612916037440
CARRIERE SARRAGAN,DREAL PACA,UD 84,"UnitA(c) carriA""res","13520",Lieu-dit Sarragan Route de Saint-RA(c)my,LES BAUX-DE-PROVENCE,LES BAUX-DE-PROVENCE,"13011","6401385",43.749591000000002,4.791406000000000,Sarragan 13520 Les Baux-de-Provence,"0.37962508881922674",,street,13011_rtf46p,,Sarragan,Sarragan,"13520",Les Baux-de-Provence,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13011",,,,ok,190.254944742906218,Non,Non Seveso,"1","67",844300.750015936093405,6296144.486268980428576
EARL LA CABANE,DDCSPP 04,SPAAE 04,SPAAE,"04190",Les Pourcelles,LES MEES,LES MEES,"04116","6402854",44.033389999999997,5.983733000000000,Rue des Tourelles 04190 Les MA(c)es,"0.43588493506493503","0.4110806009244993",street,04116_0181,,Rue des Tourelles,Rue des Tourelles,"04190",Les MA(c)es,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04116",,,,ok,10031.795202908710053,Non,Non Seveso,"1","881",939116.763569452799857,6330561.399207416921854
ISDI irreg Mr TRABUC Nicolas,DREAL PACA,SPR,UnitA(c) ICPE,"04190",Parcelles 679 et 684,LES MEES,LES MEES,"04116","6414188",44.032241999999997,5.978150000000000,Rue des Mas du paraire 04190 Les MA(c)es,"0.3319872727272727","0.3160627272727273",street,04116_sgzapf,,Rue des Mas du paraire,Rue des Mas du paraire,"04190",Les MA(c)es,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04116",,,,ok,3142.403515685292859,Non,Non Seveso,"1","878",938674.363277564872988,6330417.044626643881202
CARRIERE SCHP Omergues,DREAL PACA,UD 04-05,PA'le Territorial 04,"04200","Lieu-dit VillesA""che la Junare",LES OMERGUES,LES OMERGUES,"04140","6402161",44.144067000000000,5.565236000000000,Chemin de Vallory de Villeseche 04200 Les Omergues,"0.34821241106719364",,street,04140_dj3n0m,,Chemin de Vallory de Villeseche,Chemin de Vallory de Villeseche,"04200",Les Omergues,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04140",,,,ok,1791.259205386822032,Non,Non Seveso,"1","682",905191.701996227842756,6341673.404334180057049
SEMLORE,DREAL PACA,UD 04-05,PA'le Territorial 05,"05200","-",LES ORRES,LES ORRES,"05098","6410436",44.500337999999999,6.554934000000000,Les Orres,"0.47809090909090907","0.4626790909090908",municipality,"05098",,Les Orres,,"05200",Les Orres,"05, Hautes-Alpes, Provence-Alpes-CA'te d'Azur","05098",,,,ok,3550.506668895734947,Non,Non Seveso,"1","1078",982529.729316815501079,6384280.426809191703796
BUGADE DISTRIBUTION - AZZOUG S.-Abattoir,DDPP 13,SPAE 13,SPAE,"13170",4027 D368,LES PENNES-MIRABEAU,LES PENNES-MIRABEAU,"13071","6412986",43.410193999999997,5.307600000000000,Rue du Souvenir 13170 Les Pennes-Mirabeau,"0.3936818393234672","0.38979696969696964",street,13071_1160,,Rue du Souvenir,Rue du Souvenir,"13170",Les Pennes-Mirabeau,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13071",,,,ok,3272.212773217328959,Non,Non Seveso,"1","510",886972.736279401229694,6259518.542156130075455
CARRIERE SAMIN DE JAS-DE-RHODES,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13170",Lieu dit Jas de Rhodes,LES PENNES-MIRABEAU,LES PENNES-MIRABEAU,"13071","6401615",43.386384999999997,5.337047000000000,Chemin du Jas de Rhodes 13170 Les Pennes-Mirabeau,"0.5103263840653728","0.4931359040959041",street,13071_1016,,Chemin du Jas de Rhodes,Chemin du Jas de Rhodes,"13170",Les Pennes-Mirabeau,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13071",,,,ok,2581.017918711058428,Non,Non Seveso,"1","526",889436.297568027046509,6256943.350546284578741
COCA COLA,DREAL PACA,UD 13,PA'le Chronique Risque,"13170",Route Nationale 568 La Gavotte,LES PENNES-MIRABEAU,LES PENNES-MIRABEAU,"13071","6400572",43.387590000000003,5.345827000000000,Route Nationale de la Gavotte 13170 Les Pennes-Mirabeau,"0.6798483538083537",,street,13071_0765,,Route Nationale de la Gavotte,Route Nationale de la Gavotte,"13170",Les Pennes-Mirabeau,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13071",,,,ok,2865.825287181733074,Oui,Non Seveso,"1","529",890143.798940074397251,6257098.339372060261667
EMRJ DEMO,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13170",262  avenue Jean Monnet,LES PENNES-MIRABEAU,LES PENNES-MIRABEAU,"13071","6413222",43.416657000000001,5.294797000000000,262 Avenue Jean Monnet 13170 Les Pennes-Mirabeau,"0.7312479509379509","0.7168179365079363",housenumber,13071_0548_00262,"262",262 Avenue Jean Monnet,Avenue Jean Monnet,"13170",Les Pennes-Mirabeau,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13071",,,,ok,2327.038725159199203,Non,Non Seveso,"1","506",885914.794177825096995,6260206.402584207244217
La ferme AZZOUG - AZZOUG W. Abattoir Tem,DDPP 13,SPAE 13,SPAE,"13170",4027 D368 Route de Gignac,LES PENNES-MIRABEAU,LES PENNES-MIRABEAU,"13071","6412987",43.409730000000003,5.311634000000000,Chemin de la Ferme 13170 Les Pennes-Mirabeau,"0.3884572727272727",,street,13071_0386,,Chemin de la Ferme,Chemin de la Ferme,"13170",Les Pennes-Mirabeau,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13071",,,,ok,3355.972462458509654,Non,Non Seveso,"1","514",887301.006542874616571,6259476.548476362600923
MANRIQUE,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13170",403  Avenue Jean Monnet,LES PENNES-MIRABEAU,LES PENNES-MIRABEAU,"13071","6400602",43.417157000000003,5.293019000000000,403 avenue jean monet 13170 Les Pennes-Mirabeau,"0.7275240762463342","0.6835358064516128",housenumber,13071_xh4dap_00403,"403",403 avenue jean monet,avenue jean monet,"13170",Les Pennes-Mirabeau,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13071",,,,ok,9.143489153775725,Non,Non Seveso,"1","505",885769.174904582090676,6260257.771940297447145
SNC KENSINGTON (ex IPBM-FINANCIERE MORY),DREAL PACA,UD 13,Equipe Marseille,"13170",Route nationale 368 Les Jonquiers,LES PENNES-MIRABEAU,LES PENNES-MIRABEAU,"13071","6407099",43.407609000000001,5.296561000000000,Route Departementale 368 13170 Les Pennes-Mirabeau,"0.3625084848484848",,street,13071_0760,,Route Departementale 368,Route Departementale 368,"13170",Les Pennes-Mirabeau,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13071",,,,ok,522.093876323766949,Non,Non Seveso,"1","507",886086.912561391945928,6259205.250332990661263
SUEZ RV MEDITERRANEE JDR (ex. SITA SUD),DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13170",JAS DE RHODES,LES PENNES-MIRABEAU,LES PENNES-MIRABEAU,"13071","6400578",43.389724000000001,5.323024000000000,Jas de Rhodes 13170 Les Pennes-Mirabeau,"0.4763734567901234","0.4694683656792645",street,13071_B067,,Jas de Rhodes,Jas de Rhodes,"13170",Les Pennes-Mirabeau,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13071",,,,ok,536.739662470732355,Oui,Non Seveso,"1","517",888289.032991119427606,6257280.802684513852000
DA(c)chetterie FONT DE LINIER,DREAL PACA,UD 06,PA'le DACEN,"06670",FONT DE LINIER,LEVENS,LEVENS,"06075","6412166",43.845618999999999,7.241599000000000,Chemin de Fond de Mel 06670 Levens,"0.36838379679144384","0.2985488980716253",street,06075_0061,,Chemin de Fond de Mel,Chemin de Fond de Mel,"06670",Levens,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06075",,,,ok,28.570571601072604,Non,Non Seveso,"2","1306",1040959.957853028667159,6314338.557915257290006
ISDI - LA NOUVELLE SIROLAISE DE CONSTRU,DREAL PACA,UD 06,PA'le DACEN,"06670",Fond de Linier,LEVENS,LEVENS,"06075","6411008",43.845618999999999,7.241599000000000,Chemin de Fond de Mel 06670 Levens,"0.3389034731934732","0.29138636363636367",street,06075_0061,,Chemin de Fond de Mel,Chemin de Fond de Mel,"06670",Levens,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06075",,,,ok,23.574572876982906,Non,Non Seveso,"2","1306",1040959.957853028667159,6314338.557915257290006
SO-VAU-TOITURES,DREAL PACA,UD 84,UnitA(c) risques chroniques,"84870",720 route d'Orange,LORIOL-DU-COMTAT,LORIOL-DU-COMTAT,"84067","6400553",44.077491000000002,4.993693000000000,720 Route d'Orange 84870 Loriol-du-Comtat,"0.6323702639296187",,housenumber,84067_0051_00720,"720",720 Route d'Orange,Route d'Orange,"84870",Loriol-du-Comtat,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84067",,,,ok,76.802892382125407,Non,Non Seveso,"1","256",859672.168674278887920,6332959.007405598647892
PLAINTE RATTI LUCERAM,DREAL PACA,UD 06,PA'le DACEN,"06440","-",LUCERAM,LUCERAM,"06077","6413788",43.867289999999997,7.349882000000000,Route de Luceram 06440 LucA(c)ram,"0.49768909090909086","0.41303758147512865",street,06077_0203,,Route de Luceram,Route de Luceram,"06440",LucA(c)ram,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06077",,,,ok,3683.192420694687826,Non,Non Seveso,"1","1336",1049522.973616777686402,6317216.551790637895465
SYDEVOM,DREAL PACA,UD 04-05,PA'le Territorial 04,"04700","-",LURS,LURS,"04106","6406226",43.967495000000000,5.880233000000000,Lurs,"0.37775031620553357","0.3585033333333333",municipality,"04106",,Lurs,,"04700",Lurs,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04106",,,,ok,409.119513998894320,Non,Non Seveso,"1","824",931093.013112096698023,6322936.541097364388406
BERMONT - Traitement minA(c)raux,DREAL PACA,UD 06,PA'le DACEN,"06710","-",MALAUSSENE,MALAUSSENE,"06078","6410879",43.920321999999999,7.160089000000000,"Bonne Terre 06710 MalaussA""ne","0.3948730976430976","0.37345289256198344",locality,06078_B011,,Bonne Terre,,"06710","MalaussA""ne","06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06078",,,,ok,74.309847859193937,Non,Non Seveso,"1","1267",1033976.787725900532678,6322279.449810594320297
ISDI - LA MALAUSSENOISE DE VALORISATION,DREAL PACA,UD 06,PA'le DACEN,"06710",Site de la Mescla parcelles 97  249 et 270,MALAUSSENE,MALAUSSENE,"06078","6410420",43.930132999999998,7.120865000000000,"Route de Malaussene 06710 MalaussA""ne","0.2985955411255411","0.26372521267723104",street,06078_8wwvw2,,Route de Malaussene,Route de Malaussene,"06710","MalaussA""ne","06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06078",,,,ok,2824.153401414989276,Non,Non Seveso,"1","1254",1030773.844694147584960,6323203.016333724372089
DVPO CASSE AUTO,DREAL PACA,UD 04-05,PA'le Territorial 04,"04350",Z.I. COMBE DE GARCE SUD - Les pesquiers,MALIJAI,MALIJAI,"04108","6413518",44.046250999999998,6.038715000000000,ZI Combe de Garce Sud 04350 Malijai,"0.4511866666666666","0.4296042893725992",street,04108_duif7e,,ZI Combe de Garce Sud,ZI Combe de Garce Sud,"04350",Malijai,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04108",,,,ok,548.565115117500227,Non,Non Seveso,"3","903",943465.894777211244218,6332157.355138080194592
EIFFAGE Route Grand Sud - Alpes du Sud MatA(c)riaux,DREAL PACA,UD 04-05,PA'le Territorial 04,"04350",Le PrieurA(c) ZA combe Garce Sud,MALIJAI,MALIJAI,"04108","6409558",44.046250999999998,6.038715000000000,ZI Combe de Garce Sud 04350 Malijai,"0.33442627928772256","0.3167681818181818",street,04108_duif7e,,ZI Combe de Garce Sud,ZI Combe de Garce Sud,"04350",Malijai,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04108",,,,ok,627.769854905903799,Non,Non Seveso,"3","903",943465.894777211244218,6332157.355138080194592
PERASSO ALPES,DREAL PACA,UD 04-05,PA'le Risque,"04350",Lieu-dit le prieurA(c) parcelles nAdeg 187  200 et 202 R.N. 85 - BP 18,MALIJAI,MALIJAI,"04108","6406695",44.051423000000000,6.026620000000000,Lotissement les Bastides du Pesquier 04350 Malijai,"0.2898220756234915","0.2872252762923351",street,04108_A011,,Lotissement les Bastides du Pesquier,Lotissement les Bastides du Pesquier,"04350",Malijai,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04108",,,,ok,1990.416803517935932,Non,Non Seveso,"1","895",942475.281720704748295,6332694.371226390823722
Dany Autos (exPAO_Margallian),DREAL PACA,UD 04-05,PA'le Territorial 04,"04350",Combe de Garce Sud,MALIJAI,MALIJAI,"04108","6400811",44.046250999999998,6.038715000000000,ZI Combe de Garce Sud 04350 Malijai,"0.4890654545454545","0.46624370629370626",street,04108_duif7e,,ZI Combe de Garce Sud,ZI Combe de Garce Sud,"04350",Malijai,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04108",,,,ok,486.311910948028242,Non,Non Seveso,"3","903",943465.894777211244218,6332157.355138080194592
CARRIERE  PERASSO Charmayon,DREAL PACA,UD 04-05,PA'le Risque,"04230",Lieu-dit Charmayon,MALLEFOUGASSE-AUGES,MALLEFOUGASSE-AUGES,"04109","6401827",44.066383999999999,5.905643000000000,"Chemin du Chapelet 04230 Mallefougasse-AugA""s","0.3899681818181818","0.38699038815117465",street,04109_0051,,Chemin du Chapelet,Chemin du Chapelet,"04230","Mallefougasse-AugA""s","04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04109","04109",Mallefougasse,,ok,2111.514347909277603,Non,Non Seveso,"1","846",932726.615616537397727,6333991.469817162491381
Baptiste,DREAL PACA,UD 04-05,PA'le Territorial 04,"04510","Quartier de la Cornerie Les CyprA""s",MALLEMOISSON,MALLEMOISSON,"04110","6407948",44.035997000000002,6.101655000000000,Plan la Cornerie 04510 Mallemoisson,"0.4339828571428571","0.42487256445047483",street,04110_B017,,Plan la Cornerie,Plan la Cornerie,"04510",Mallemoisson,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04110",,,,ok,545.078924508485898,Non,Non Seveso,"1","937",948550.904987089103088,6331214.987997094169259
DECHETERIE DE MALLEMORT,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13370",Lieudit Les Fumades,MALLEMORT,MALLEMORT,"13053","6409541",43.714993000000000,5.221946000000000,Chemin des Fumades 13370 Mallemort,"0.4490601763907734","0.40715818181818175",street,13053_0141,,Chemin des Fumades,Chemin des Fumades,"13370",Mallemort,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13053",,,,ok,463.502844513003481,Non,Non Seveso,"1","452",879081.378424016991630,6293182.439561675302684
CARRIERE LAFARGE GRANULATS Mallem,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13370",CHEMIN COUP PERDU,MALLEMORT,MALLEMORT,"13053","6401314",43.728366000000001,5.176382000000000,Le Coup Perdu 13370 Mallemort,"0.3963689898989899",,street,13053_B041,,Le Coup Perdu,Le Coup Perdu,"13370",Mallemort,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13053",,,,ok,3195.529405725581455,Non,Non Seveso,"1","412",875369.056260072160512,6294565.755934086628258
PULLMAN ROYAL CASINO (ex SOFITEL),DREAL PACA,UD 06,PA'le ERASO,"06210",605 Avenue du GA(c)nA(c)ral de Gaulle,MANDELIEU-LA-NAPOULE,MANDELIEU-LA-NAPOULE,"06079","6406272",43.529958000000001,6.947630000000000,605 Avenue du GA(c)nA(c)ral De Gaulle 06210 Mandelieu-la-Napoule,"0.5953154545454544",,housenumber,06079_0459_00605,"605",605 Avenue du GA(c)nA(c)ral De Gaulle,Avenue du GA(c)nA(c)ral De Gaulle,"06210",Mandelieu-la-Napoule,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06079",,,,ok,0.909878910615050,Non,Non Seveso,"1","1201",1019102.833072452805936,6278076.366750098764896
ISDI de Banon,DREAL PACA,UD 04-05,PA'le Territorial 04,"04300",Place de l'Eglise,MANE,MANE,"04111","6413599",43.946956999999998,5.754525000000000,Route de Banon 04300 Mane,"0.3915980570409982",,street,04111_fsdq38,,Route de Banon,Route de Banon,"04300",Mane,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04111",,,,ok,232.162849958441882,Non,Non Seveso,"1","753",921090.716889592586085,6320295.975480451248586
ACTIMEAT & CO ZI St Maurice,DDCSPP 04,SPAAE 04,SPAAE,"04100",Z.I SAINT MAURICE,MANOSQUE,MANOSQUE,"04112","6409885",43.795676000000000,5.813220000000000,Zone Industrielle Saint Maurice 04100 Manosque,"0.4479772727272727",,street,04112_p04sbf,,Zone Industrielle Saint Maurice,Zone Industrielle Saint Maurice,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,227.105680182376574,Non,Non Seveso,"11","785",926398.656689402880147,6303662.281417776830494
