Nom_usuel,Service_AI,Sous-servi,Equipe_AIO,Code_posta,Adresse_si,Commune_si,NOM_COMM,insee,Code_AIOT,latitude,longitude,result_lab,result_sco,result_s_1,result_typ,result_id,result_hou,result_nam,result_str,result_pos,result_cit,result_con,result_c_1,result_old,result_o_1,result_dis,result_sta,Distance,Statut_IED,Statut_Sev,nb_points,groupe_id
ROUTIERE DU MIDI,DREAL PACA,UD 04-05,PÃ´le Territorial 05,"05600",L'Ile et La Baraque Parcelles E 73/392/E1256,SAINT-CLEMENT-SUR-DURANCE,SAINT-CLEMENT-SUR-DURANCE,"05134","6410264",44.653323000000000,6.567953000000000,Route de la Chapelle des Clots 05600 Saint-ClÃ©ment-sur-Durance,0.403957860016090,"0.395104922813036",street,05134_0041,,Route de la Chapelle des Clots,Route de la Chapelle des Clots,"05600",Saint-ClÃ©ment-sur-Durance,"05, Hautes-Alpes, Provence-Alpes-CÃ´te d'Azur","05134",,,,ok,1117.013346337356097,Non,Non Seveso,"1","1084"
ex CMS ex CQTP,DREAL PACA,UD 04-05,PÃ´le Territorial 05,"05600",Barrachin les Balmes,SAINT-CREPIN,SAINT-CREPIN,"05136","6401224",44.707973000000003,6.592327000000000,Route de Barrachin 05600 Saint-CrÃ©pin,0.408074952510176,,street,05136_0040,,Route de Barrachin,Route de Barrachin,"05600",Saint-CrÃ©pin,"05, Hautes-Alpes, Provence-Alpes-CÃ´te d'Azur","05136",,,,ok,3159.864883902155270,Non,Non Seveso,"1","1095"
CHANTIER MODERNES SUD (avec ISDI),DREAL PACA,UD 04-05,PÃ´le Territorial 05,"05600",Le Merdanel Parcelle 715,SAINT-CREPIN,SAINT-CREPIN,"05136","6408040",44.715980999999999,6.615313000000000,Traverse de la Chapelle Saint Michel 05600 Saint-CrÃ©pin,0.351394866850321,"0.3390385950413223",street,05136_0118,,Traverse de la Chapelle Saint Michel,Traverse de la Chapelle Saint Michel,"05600",Saint-CrÃ©pin,"05, Hautes-Alpes, Provence-Alpes-CÃ´te d'Azur","05136",,,,ok,3252.692125309793482,Non,Non Seveso,"1","1104"
CARRIERE MHD(exCMS),DREAL PACA,UD 04-05,PÃ´le Territorial 05,"05600",Le Merdanel Parcelle E762,SAINT-CREPIN,SAINT-CREPIN,"05136","6412485",44.705247000000000,6.608066000000000,Rue de la CharriÃ¨re 05600 Saint-CrÃ©pin,0.373084876033058,"0.3687096432681243",street,05136_0132,,Rue de la CharriÃ¨re,Rue de la CharriÃ¨re,"05600",Saint-CrÃ©pin,"05, Hautes-Alpes, Provence-Alpes-CÃ´te d'Azur","05136",,,,ok,2386.317027726060132,Non,Non Seveso,"1","1100"
DECHETTERIE SAINT CYR SUR MER - CASSB,DREAL PACA,UD 83,PÃ´le CarriÃ¨res - dÃ©chets,"83270",Lieu dit La PeyguiÃ¨re,SAINT-CYR-SUR-MER,SAINT-CYR-SUR-MER,"83112","6413046",43.194335000000002,5.704714000000000,La Peyguiere 83270 Saint-Cyr-sur-Mer,0.410852494714588,,street,83112_uf4fhd,,La Peyguiere,La Peyguiere,"83270",Saint-Cyr-sur-Mer,"83, Var, Provence-Alpes-CÃ´te d'Azur","83112",,,,ok,435.026982730152724,Non,Non Seveso,"1","739"
COOP VINIFICATION LA COURTOISE,DDPP 84,SSPAE 84,SSPAE,"84210","-",SAINT-DIDIER,SAINT-DIDIER,"84108","6401107",44.021577999999998,5.105032000000000,Route de la Courtoise 84210 Saint-Didier,0.490543636363636,,street,84108_nzobf8,,Route de la Courtoise,Route de la Courtoise,"84210",Saint-Didier,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84108",,,,ok,362.277679574743786,Non,Non Seveso,"1","375"
REYNAUD ET FILS,DREAL PACA,UD 84,UnitÃ© risques accidentels,"84210",620 Route d'Apt,SAINT-DIDIER,SAINT-DIDIER,"84108","6400545",44.022778000000002,5.113701000000000,620 Route dâ€™Apt 84210 Saint-Didier,0.583295454545455,,housenumber,84108_0045_00620,"620",620 Route dâ€™Apt,Route dâ€™Apt,"84210",Saint-Didier,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84108",,,,ok,52.421968862204352,Non,Non Seveso,"1","379"
CARRIERE GUINTOLI S.A.,DREAL PACA,UD 84,UnitÃ© carriÃ¨res,"13103",D'ACTIVITES DE LAURADE PARC D'ACTIVITES DE LAURADE,SAINT-ETIENNE-DU-GRES,SAINT-ETIENNE-DU-GRES,"13094","6401326",43.792848999999997,4.711761000000000,Les Ferrages de Laurade 13103 Saint-Ã‰tienne-du-GrÃ¨s,0.405612644628099,"0.37853940438871464",street,13094_B021,,Les Ferrages de Laurade,Les Ferrages de Laurade,"13103",Saint-Ã‰tienne-du-GrÃ¨s,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13094",,,,ok,19019.368050894383487,Non,Non Seveso,"1","27"
ROUTIERE DU MIDI,DREAL PACA,UD 04-05,PÃ´le Territorial 05,"05260",Station de Transit lieux dits Le Roure et le Chenil,SAINT-JEAN-SAINT-NICOLAS,SAINT-JEAN-SAINT-NICOLAS,"05145","6412455",44.678074000000002,6.261380000000000,Chemin du Rourre 05260 Saint-Jean-Saint-Nicolas,0.397075598980459,,street,05145_0968,,Chemin du Rourre,Chemin du Rourre,"05260",Saint-Jean-Saint-Nicolas,"05, Hautes-Alpes, Provence-Alpes-CÃ´te d'Azur","05145",,,,ok,2846.969214708240088,Non,Non Seveso,"1","998"
HMCT,DREAL PACA,UD 06,PÃ´le DACEN,"06640",ZAC ST ESTEVE 347 AV SAINT ESTEVE,SAINT-JEANNET,SAINT-JEANNET,"06122","6413504",43.746948000000003,7.142157000000000,Rue Saint-Jean-Baptiste 06640 Saint-Jeannet,0.391941770334928,"0.3916451728553137",street,06122_1013,,Rue Saint-Jean-Baptiste,Rue Saint-Jean-Baptiste,"06640",Saint-Jeannet,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06122",,,,ok,2859.747134391652253,Non,Non Seveso,"1","1263"
SAINT LAURENT METAUX  (EX N3),DREAL PACA,UD 06,PÃ´le DACEN,"06640",ZAC Saint-EstÃ¨ve,SAINT-JEANNET,SAINT-JEANNET,"06122","6402204",43.747377999999998,7.141825000000000,Rue Saint-Claude 06640 Saint-Jeannet,0.385328484848485,"0.36656125431530495",street,06122_1000,,Rue Saint-Claude,Rue Saint-Claude,"06640",Saint-Jeannet,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06122",,,,ok,2814.598815627668500,Non,Non Seveso,"1","1262"
DÃ©pÃ´t de Cendres  04Recyclage,DREAL PACA,UD 83,PÃ´le CarriÃ¨res - dÃ©chets,"83560",RD 554 secteur des Bourdas,SAINT-JULIEN,SAINT-JULIEN,"83113","6413596",43.664014999999999,5.899946000000000,Bourdas 83560 Saint-Julien,0.325395178365938,,street,83113_kicu8k,,Bourdas,Bourdas,"83560",Saint-Julien,"83, Var, Provence-Alpes-CÃ´te d'Azur","83113",,,,ok,1875.068328464137949,Non,Non Seveso,"1","839"
GAEC EYRAUD,DDCSPP 05,SPAEA 05,SPAEA,"05500",Le Chanet le Chanet,SAINT-JULIEN-EN-CHAMPSAUR,SAINT-JULIEN-EN-CHAMPSAUR,"05147","6411853",44.661797999999997,6.126498000000000,Route du Chanet 05500 Saint-Julien-en-Champsaur,0.508058181818182,,street,05147_5e6q1j,,Route du Chanet,Route du Chanet,"05500",Saint-Julien-en-Champsaur,"05, Hautes-Alpes, Provence-Alpes-CÃ´te d'Azur","05147",,,,ok,1308.221180916700177,Non,Non Seveso,"1","943"
GAEC PRE POMMIER,DDCSPP 05,SPAEA 05,SPAEA,"05500",BARTHELEMY Jean-Marie Le Village,SAINT-LAURENT-DU-CROS,SAINT-LAURENT-DU-CROS,"05148","6411409",44.635604000000001,6.119887000000000,Chemin de Viere 05500 Saint-Laurent-du-Cros,0.433531331923890,"0.4270556792645557",street,05148_3xwlyb,,Chemin de Viere,Chemin de Viere,"05500",Saint-Laurent-du-Cros,"05, Hautes-Alpes, Provence-Alpes-CÃ´te d'Azur","05148",,,,ok,1381.514520306131544,Non,Non Seveso,"1","941"
DECAPAGE COTE D'AZUR (ex DECAP2000),DREAL PACA,UD 06,PÃ´le ERASO,"06700",13 allÃ©e des Miroitiers ZI secteur A4,SAINT-LAURENT-DU-VAR,SAINT-LAURENT-DU-VAR,"06123","6402190",43.685884999999999,7.186257000000000,AllÃ©e des Miroitiers 06700 Saint-Laurent-du-Var,0.451039037952339,,street,06123_0593,,AllÃ©e des Miroitiers,AllÃ©e des Miroitiers,"06700",Saint-Laurent-du-Var,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06123",,,,ok,29.160727111732996,Non,Non Seveso,"1","1276"
Monsieur Marc VESCHI - POP CASSE AUTOS,DREAL PACA,UD 06,PÃ´le DACEN,"06700",234 Route des Vespins RN 7,SAINT-LAURENT-DU-VAR,SAINT-LAURENT-DU-VAR,"06123","6400359",43.660074999999999,7.183205000000000,Route des Vespins 06700 Saint-Laurent-du-Var,0.471747799043062,,street,06123_h0kt82,,Route des Vespins,Route des Vespins,"06700",Saint-Laurent-du-Var,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06123",,,,ok,711.725430058763777,Non,Non Seveso,"1","1271"
MORIANO,DREAL PACA,UD 06,PÃ´le ERASO,"06700",ZI -secteur a- 51 allÃ©e des Pecheurs,SAINT-LAURENT-DU-VAR,SAINT-LAURENT-DU-VAR,"06123","6402033",43.685259000000002,7.186170000000000,AllÃ©e des PÃªcheurs 06700 Saint-Laurent-du-Var,0.595305995085995,,street,06123_0688,,AllÃ©e des PÃªcheurs,AllÃ©e des PÃªcheurs,"06700",Saint-Laurent-du-Var,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06123",,,,ok,36.428382729825465,Non,Non Seveso,"1","1275"
DEMAX (VHU),DREAL PACA,UD 06,PÃ´le DACEN,"06700",795  chemin des Iscles,SAINT-LAURENT-DU-VAR,SAINT-LAURENT-DU-VAR,"06123","6400345",43.706477000000000,7.183621000000000,Chemin des Iscles 06700 Saint-Laurent-du-Var,0.672844256854257,,street,06123_0459,,Chemin des Iscles,Chemin des Iscles,"06700",Saint-Laurent-du-Var,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06123",,,,ok,,,,"1","1272"
ISDI- SITA SUD - LES TENCHURADES,DREAL PACA,UD 06,PÃ´le DACEN,"06700",5211 Route de Saint Jeannet - Suartier Montaleigne - CD118,SAINT-LAURENT-DU-VAR,SAINT-LAURENT-DU-VAR,"06123","6412288",43.695653999999998,7.175574000000000,Route de Saint-Jeannet 06700 Saint-Laurent-du-Var,0.436894639498433,,street,06123_0888,,Route de Saint-Jeannet,Route de Saint-Jeannet,"06700",Saint-Laurent-du-Var,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06123",,,,ok,1674.025219474913456,Non,Non Seveso,"1","1270"
CHAILLAN Jean Louis,DDCSPP 04,SPAAE 04,SPAAE,"04330",Le Moulin,SAINT-LIONS,SAINT-LIONS,"04187","6402891",43.989350000000002,6.394368000000000,Chemin du Moulin 04330 Saint-Lions,0.419019969183359,"0.3868161876832844",street,04187_x0zgzo,,Chemin du Moulin,Chemin du Moulin,"04330",Saint-Lions,"04, Alpes-de-Haute-Provence, Provence-Alpes-CÃ´te d'Azur","04187",,,,ok,969.260631326071348,Non,Non Seveso,"1","1032"
2D PIECES AUTOS (ex MATTEI et FILS),DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",ZAC du Cabrau Avenue Marcel Pagnol,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6401420",43.632111999999999,4.804909000000000,Avenue Marcel Pagnol 13310 Saint-Martin-de-Crau,0.461366363636364,,street,13097_0291,,Avenue Marcel Pagnol,Avenue Marcel Pagnol,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,57.771614724611055,Non,Non Seveso,"1","82"
BESTWAY (exAFD),DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",2 rue Gay Lussac,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6403410",43.625070999999998,4.796586000000000,2 Rue Gay Lussac 13310 Saint-Martin-de-Crau,0.662871231671554,,housenumber,13097_0286_00002,"2",2 Rue Gay Lussac,Rue Gay Lussac,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,9.328571525678411,Non,Non Seveso,"1","71"
CASIER RECYCLING,DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",ZI bois de Leuze,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6409856",43.645414000000002,4.806749000000000,Impasse le Meunier 13310 Saint-Martin-de-Crau,0.482418157248157,"0.4821147474747475",street,13097_0311,,Impasse le Meunier,Impasse le Meunier,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,6107.175707238496216,Non,Non Seveso,"1","84"
EPC FRANCE St Martin (ex NITROCHIMIE),DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",4  Rue de Saint Martin,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6401428",43.607506000000001,4.782873000000000,4 Rue de Saint-Martin-de-Crau 13310 Saint-Martin-de-Crau,0.526743539651837,"0.4206994605394605",housenumber,13097_11cxfw_00004,"4",4 Rue de Saint-Martin-de-Crau,Rue de Saint-Martin-de-Crau,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,427.201520811457783,Non,Seveso seuil haut,"1","58"
GAZELEY SAINT MARTIN (exFDR SM1 SM2 SM3),DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",ZI du bois de Leuze 10 rue Blaise Pascal,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6402192",43.620275999999997,4.788194000000000,10 Rue Blaise Pascal 13310 Saint-Martin-de-Crau,0.424918558558558,,housenumber,13097_ajvyoo_00010,"10",10 Rue Blaise Pascal,Rue Blaise Pascal,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,66.856015353748276,Non,Non Seveso,"1","62"
HYDROTECH PROVENCE,DREAL PACA,UD 84,UnitÃ© risques chroniques,"13310",ZI BOIS de LEUZE,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6400883",43.636529000000003,4.802741000000000,Boulevard de Provence 13310 Saint-Martin-de-Crau,0.546004127764128,"0.5045475757575758",street,13097_0410,,Boulevard de Provence,Boulevard de Provence,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,1968.126696489922779,Non,Non Seveso,"1","79"
PAREVA,DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",ZI du bois de Leuze 25 Av. Marie Curie,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6413180",43.623320000000000,4.782439000000000,25 Avenue Marie Curie 13310 Saint-Martin-de-Crau,0.542287272727273,,housenumber,13097_0309_00025,"25",25 Avenue Marie Curie,Avenue Marie Curie,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,247.654081793835360,Oui,Seveso seuil bas,"1","57"
LA MENUDELLE ENROBES (LME),DREAL PACA,UD 84,UnitÃ© risques chroniques,"13310",LIEU-DIT LA MENUDELLE,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6408642",43.597586000000000,4.768475000000000,Route de NÃ®mes Ã  Marseille 13310 Saint-Martin-de-Crau,0.441417662337662,"0.43372394279877424",street,13097_0340,,Route de NÃ®mes Ã  Marseille,Route de NÃ®mes Ã  Marseille,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,15225.838788455443137,Non,Non Seveso,"1","51"
LOGICOR 1 (ex MAISONS DU MONDE (E)),DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",Zone EcopÃ´le Rue Gay Lussac,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6402184",43.625597999999997,4.789876000000000,Rue Gay Lussac 13310 Saint-Martin-de-Crau,0.446635854145854,,street,13097_0286,,Rue Gay Lussac,Rue Gay Lussac,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,360.394199829871809,Non,Non Seveso,"1","64"
LOGIPREST SMC6 et SMC7,DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",Lieu-dit Mas de Leuze,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6410556",43.658493999999997,4.783277000000000,Route du Mas de Perrot 13310 Saint-Martin-de-Crau,0.435714869383490,"0.4314330337078652",street,13097_0297,,Route du Mas de Perrot,Route du Mas de Perrot,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,3533.275546286362442,Non,Non Seveso,"1","59"
MAISONS DU MONDE (H),DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",28 bis rue BarbÃ©s,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6406050",43.638395000000003,4.826294000000000,28bis Rue des Manadiers 13310 Saint-Martin-de-Crau,0.548060622009569,"0.5057734058898847",housenumber,13097_0296_00028_bis,28bis,28bis Rue des Manadiers,Rue des Manadiers,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,2488.677970122468651,Non,Non Seveso,"1","102"
MAISONS DU MONDE (Bdl 03),DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",Avenue Marie Curie ZI du Bois de Leuze,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6410467",43.618740000000003,4.793631000000000,3 Avenue Marie Curie 13310 Saint-Martin-de-Crau,0.498525183752418,,housenumber,13097_0309_00003,"3",3 Avenue Marie Curie,Avenue Marie Curie,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,157.327279735083067,Non,Non Seveso,"1","69"
MAISONS DU MONDE (A) exBOUSSARD NORD,DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",Mas de Boussard ZI Ecopole du Mas de Laurent,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6408497",43.640459999999997,4.818706000000000,Route de Mas-Thibert au Pont de Bompas 13310 Saint-Martin-de-Crau,0.401713535353535,"0.37868139801375095",street,13097_64bmq8,,Route de Mas-Thibert au Pont de Bompas,Route de Mas-Thibert au Pont de Bompas,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,3662.737187461375015,Non,Non Seveso,"1","92"
MAREVA PISCINES ET FILTRATIONS,DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",Z.I.du Bois de Leuze,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6400889",43.633341000000001,4.817529000000000,Boulevard de la LibÃ©ration 13310 Saint-Martin-de-Crau,0.450014738878143,"0.4426567379679144",street,13097_0280,,Boulevard de la LibÃ©ration,Boulevard de la LibÃ©ration,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,3062.771903894846673,Non,Seveso seuil haut,"1","90"
MAMP - CSD la Crau,DREAL PACA,UD 84,UnitÃ© dÃ©chets,"13310",Lieu dit Les Gadoues,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6400876",43.639971000000003,4.827119000000000,Rue des Manadiers 13310 Saint-Martin-de-Crau,0.470853140495868,"0.45691040141676503",street,13097_0296,,Rue des Manadiers,Rue des Manadiers,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,5749.623802326252189,Non,Non Seveso,"1","103"
MONTEA,DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",ZONE INDUSTRIELLE ECOPOLE,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6402728",43.653827000000000,4.800961000000000,Route de Craponne 13310 Saint-Martin-de-Crau,0.461892678132678,"0.45606949494949484",street,13097_0095,,Route de Craponne,Route de Craponne,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,2935.755032587198457,Non,Non Seveso,"1","77"
SMDC LOGISTIQUE SMC3 et SMC4,DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",ZI Ecopole BP 112,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6405517",43.655572999999997,4.798888000000000,Rue des Ecoles 13310 Saint-Martin-de-Crau,0.404970267379679,"0.4045157219251337",street,13097_0153,,Rue des Ecoles,Rue des Ecoles,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,3940.249493222770525,Non,Non Seveso,"1","73"
CARRIERE SCLM (ex GAGNERAUD),DREAL PACA,UD 84,UnitÃ© carriÃ¨res,"13551",La MÃ©nudelle BP 80011,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6401327",43.640413000000002,4.824165000000000,Avenue Pierre MendÃ¨s France 13310 Saint-Martin-de-Crau,0.364242130394858,"0.3630964593301435",street,13097_0383,,Avenue Pierre MendÃ¨s France,Avenue Pierre MendÃ¨s France,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,16326.339557882714871,Non,Non Seveso,"1","98"
SUMIKA POLYMER COMPOUNDS  (ex ASAHI),DREAL PACA,UD 84,UnitÃ© risques chroniques,"13310",ZI du Bois de Leuze,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6404831",43.652742000000003,4.787781000000000,Rue du Bois de Boulogne 13310 Saint-Martin-de-Crau,0.427005741626794,"0.4180553754940711",street,13097_0156,,Rue du Bois de Boulogne,Rue du Bois de Boulogne,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,3690.652318610498241,Non,Non Seveso,"1","61"
TRANSGOURMET OPERATIONS (Eco07),DREAL PACA,UD 84,UnitÃ© risques accidentels,"13310",ZONE ECOPOLE,SAINT-MARTIN-DE-CRAU,SAINT-MARTIN-DE-CRAU,"13097","6403062",43.640155000000000,4.800589000000000,Rue du Vermet Rouge 13310 Saint-Martin-de-Crau,0.436289696969697,"0.4223994612794612",street,13097_0488,,Rue du Vermet Rouge,Rue du Vermet Rouge,"13310",Saint-Martin-de-Crau,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13097",,,,ok,1872.731285061143126,Non,Non Seveso,"1","76"
ISDI,DREAL PACA,UD 04-05,PÃ´le Territorial 05,"05120",D36,SAINT-MARTIN-DE-QUEYRIERES,SAINT-MARTIN-DE-QUEYRIERES,"05151","6414043",44.837930000000000,6.585216000000000,Saint-Martin-de-QueyriÃ¨res,0.639609130434783,"0.5805202073365231",municipality,"05151",,Saint-Martin-de-QueyriÃ¨res,,"05120",Saint-Martin-de-QueyriÃ¨res,"05, Hautes-Alpes, Provence-Alpes-CÃ´te d'Azur","05151",,,,ok,1050.297555787207102,Non,Non Seveso,"1","1092"
SCEA LA FERME DU VENTOUX,DDCSPP 04,SPAAE 04,SPAAE,"04300",LIEU DIT LA BLACHE,SAINT-MARTIN-LES-EAUX,SAINT-MARTIN-LES-EAUX,"04190","6413207",43.852314999999997,5.735418000000000,La Blache 04300 Saint-Martin-les-Eaux,0.453948373205742,,street,04190_dla6qz,,La Blache,La Blache,"04300",Saint-Martin-les-Eaux,"04, Alpes-de-Haute-Provence, Provence-Alpes-CÃ´te d'Azur","04190",,,,ok,306.551717045367468,Non,Non Seveso,"1","749"
PARC ALPHA,DDPP 06,SA,SA,"06450",LE BOREON LE BOREON,SAINT-MARTIN-VESUBIE,SAINT-MARTIN-VESUBIE,"06127","6411519",44.110363999999997,7.303786000000000,Le BorÃ©on 06450 Saint-Martin-VÃ©subie,0.547541935483871,"0.503678650137741",street,06127_d1vo0t,,Le BorÃ©on,Le BorÃ©on,"06450",Saint-Martin-VÃ©subie,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06127",,,,ok,2.743505681066988,Non,Non Seveso,"1","1321"
SCIERIE DU MERCANTOUR,DREAL PACA,UD 06,PÃ´le ERASO,"06450",Z.A du Pra d'Agout,SAINT-MARTIN-VESUBIE,SAINT-MARTIN-VESUBIE,"06127","6400271",44.067760000000000,7.256415000000000,Rue Jean-Pierre Airaut 06450 Saint-Martin-VÃ©subie,0.426499480519480,"0.41989765053128686",street,06127_0298,,Rue Jean-Pierre Airaut,Rue Jean-Pierre Airaut,"06450",Saint-Martin-VÃ©subie,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06127",,,,ok,383.916740679676138,Non,Non Seveso,"1","1311"
CAVE  LE CELLIER de la SAINTE BAUME,DREAL PACA,UD 83,PÃ´le CarriÃ¨res - dÃ©chets,"83470",Route de Barjols,SAINT-MAXIMIN-LA-SAINTE-BAUME,SAINT-MAXIMIN-LA-SAINTE-BAUME,"83116","6410416",43.471128000000000,5.868430000000000,Route de Barjols 83470 Saint-Maximin-la-Sainte-Baume,0.560763478260870,"0.4870274153297682",street,83116_0090,,Route de Barjols,Route de Barjols,"83470",Saint-Maximin-la-Sainte-Baume,"83, Var, Provence-Alpes-CÃ´te d'Azur","83116",,,,ok,924.022706165198315,Non,Non Seveso,"1","814"
ISDI Le Rudeau - SAINT-MAXIMIN,DREAL PACA,UD 83,PÃ´le CarriÃ¨res - dÃ©chets,"83470",Lieu-dit Le Rudeau,SAINT-MAXIMIN-LA-SAINTE-BAUME,SAINT-MAXIMIN-LA-SAINTE-BAUME,"83116","6412189",43.474860999999997,5.840801000000000,Chemin de Saint Mitre 83470 Saint-Maximin-la-Sainte-Baume,0.538719903288201,"0.5131990909090909",street,83116_0768,,Chemin de Saint Mitre,Chemin de Saint Mitre,"83470",Saint-Maximin-la-Sainte-Baume,"83, Var, Provence-Alpes-CÃ´te d'Azur","83116",,,,ok,5388.541379404144209,Non,Non Seveso,"1","796"
PACABOIS (saint- maximin),DREAL PACA,UD 83,PÃ´le CarriÃ¨res - dÃ©chets,"83470",Route d'Aix,SAINT-MAXIMIN-LA-SAINTE-BAUME,SAINT-MAXIMIN-LA-SAINTE-BAUME,"83116","6410454",43.456879000000001,5.846886000000000,Chemin dâ€™Aix 83470 Saint-Maximin-la-Sainte-Baume,0.560372331002331,"0.5476807968574635",street,83116_B028,,Chemin dâ€™Aix,Chemin dâ€™Aix,"83470",Saint-Maximin-la-Sainte-Baume,"83, Var, Provence-Alpes-CÃ´te d'Azur","83116",,,,ok,215.625270382793389,Non,Non Seveso,"1","801"
